date_of_interest,total_case_count,total_death_count,bx_case_count,bx_death_count,bk_case_count,bk_death_count,mn_case_count,mn_death_count,qn_case_count,qn_death_count,si_case_count,si_death_count
2021-05-09,343,28,53,7,106,9,48,3,110,8,26,1
2021-05-10,655,26,130,6,208,8,89,3,178,8,50,1
2021-05-11,627,22,90,2,215,6,70,7,188,4,64,3
2021-05-12,594,19,109,1,196,9,68,2,154,5,66,2
2021-05-13,506,24,93,4,146,8,75,3,144,8,48,1
2021-05-14,487,28,77,5,145,9,58,3,160,10,46,1
2021-05-15,292,12,46,4,94,3,33,1,99,4,20,0
2021-05-16,279,17,48,1,99,7,31,3,83,5,18,1
2021-05-17,453,16,79,4,151,7,71,0,115,5,37,0
2021-05-18,415,14,71,2,138,5,60,3,102,4,44,0
2021-05-19,377,13,74,4,129,7,41,1,106,1,27,0
2021-05-20,397,15,67,2,134,6,51,4,111,0,33,3
2021-05-21,349,13,54,2,115,5,48,2,105,3,27,1
2021-05-22,233,17,35,0,81,5,28,2,68,8,21,2
2021-05-23,186,10,29,2,63,3,17,0,54,3,23,2
2021-05-24,355,11,57,0,105,7,51,1,95,3,47,0
2021-05-25,305,7,48,3,102,1,37,0,81,3,37,0
2021-05-26,249,4,44,0,81,1,40,1,74,1,10,1
2021-05-27,257,9,56,1,62,3,39,2,67,1,33,2
2021-05-28,210,12,36,1,67,3,23,2,66,3,18,3
2021-05-29,126,9,22,1,32,3,23,0,40,5,9,0
2021-05-30,118,8,25,2,34,5,16,0,29,1,14,0
2021-05-31,118,12,15,3,35,2,20,3,38,4,10,0
2021-06-01,289,12,72,1,59,8,52,2,76,1,30,0
2021-06-02,244,11,52,1,70,4,33,1,68,5,21,0
2021-06-03,206,10,45,0,62,4,24,1,61,3,14,2
2021-06-04,225,8,57,1,66,3,34,1,43,3,25,0
2021-06-05,143,6,41,0,44,3,17,0,29,2,12,1
2021-06-06,130,5,24,1,35,2,23,1,33,1,15,0
2021-06-07,222,6,57,2,64,0,32,0,46,4,19,0
2021-06-08,175,11,38,0,54,3,27,1,39,5,17,2
2021-06-09,210,9,56,1,57,5,40,0,40,3,17,0
2021-06-10,156,6,33,1,46,1,30,1,35,3,12,0
2021-06-11,187,9,40,2,42,2,38,1,52,4,15,0
2021-06-12,121,4,25,2,28,1,14,1,39,0,15,0
2021-06-13,114,6,18,2,35,1,19,2,30,1,12,0
2021-06-14,179,8,35,1,54,4,29,1,49,1,12,1
2021-06-15,179,7,30,0,37,3,36,2,57,1,19,1
2021-06-16,172,7,29,1,46,2,30,4,41,0,26,0
2021-06-17,187,10,36,3,51,4,26,2,51,1,23,0
2021-06-18,160,8,19,1,59,3,15,1,47,1,20,2
2021-06-19,107,11,18,0,29,3,22,1,24,5,14,2
2021-06-20,95,5,15,0,33,4,14,0,24,1,9,0
2021-06-21,168,3,27,1,40,0,25,0,50,2,26,0
2021-06-22,171,8,22,1,50,2,33,2,49,3,17,0
2021-06-23,187,5,27,1,48,1,39,0,48,3,24,0
2021-06-24,175,5,18,1,51,3,30,0,47,1,29,0
2021-06-25,180,5,12,1,61,2,28,1,55,0,24,1
2021-06-26,118,3,11,0,37,2,15,1,31,0,24,0
2021-06-27,109,1,17,0,28,0,19,0,23,1,22,0
2021-06-28,206,6,29,0,49,1,45,1,53,2,30,2
2021-06-29,212,4,32,1,52,2,42,0,51,1,35,0
2021-06-30,226,4,30,0,75,2,43,1,51,1,27,0
2021-07-01,204,4,27,0,63,2,29,0,52,2,33,0
2021-07-02,233,7,33,1,60,1,61,1,58,4,21,0
2021-07-03,146,6,18,1,41,2,29,1,33,2,25,0
2021-07-04,124,3,14,0,32,2,25,0,34,1,19,0
2021-07-05,187,2,20,1,62,0,32,0,53,1,20,0
2021-07-06,364,3,48,2,125,1,77,0,80,0,32,0
2021-07-07,402,2,49,2,147,0,72,0,88,0,44,0
2021-07-08,369,2,50,1,110,0,80,1,81,0,46,0
2021-07-09,371,2,56,0,111,1,84,0,88,0,32,1
2021-07-10,238,2,37,0,63,1,49,0,59,1,30,0
2021-07-11,272,4,33,1,79,2,53,0,78,0,25,1
2021-07-12,477,6,69,1,176,0,86,0,110,5,35,0
2021-07-13,457,3,43,2,152,1,101,0,97,0,64,0
2021-07-14,549,2,59,0,185,2,143,0,115,0,46,0
2021-07-15,552,5,71,0,171,1,128,0,128,3,54,1
2021-07-16,557,5,73,0,183,0,121,2,117,2,61,1
2021-07-17,340,7,59,3,109,0,60,1,77,3,35,0
2021-07-18,395,3,36,1,141,1,83,0,106,1,29,0
2021-07-19,813,4,110,0,276,3,176,0,171,1,78,0
2021-07-20,708,4,94,1,231,2,162,0,146,1,74,0
2021-07-21,893,2,128,0,307,0,198,0,197,1,63,1
2021-07-22,977,3,136,0,327,0,226,1,196,1,88,1
2021-07-23,916,4,126,0,319,1,200,2,214,1,55,0
2021-07-24,552,2,58,0,188,2,111,0,141,0,54,0
2021-07-25,635,4,68,0,214,0,118,1,168,1,67,2
2021-07-26,1223,2,155,0,420,0,261,1,273,0,113,1
2021-07-27,1200,5,141,1,406,1,253,1,296,1,103,1
2021-07-28,1244,6,188,2,385,1,275,2,286,1,108,0
2021-07-29,1289,7,173,0,444,1,234,2,318,4,119,0
2021-07-30,1279,9,160,1,427,4,251,2,318,2,123,0
2021-07-31,849,5,126,0,263,4,152,1,214,0,94,0
2021-08-01,830,12,92,0,294,2,151,2,220,5,73,3
2021-08-02,1569,4,237,0,518,2,303,1,388,1,122,0
2021-08-03,1583,2,232,1,489,0,344,1,364,0,153,0
2021-08-04,1612,8,214,1,521,5,329,0,382,1,165,1
2021-08-05,1525,7,208,1,516,2,322,1,365,2,114,1
2021-08-06,1577,12,210,0,520,5,286,4,418,2,141,1
2021-08-07,1148,14,179,2,372,5,179,2,293,3,125,2
2021-08-08,1072,6,156,1,321,2,162,0,301,1,131,2
2021-08-09,1892,10,290,0,626,3,308,3,494,4,173,0
2021-08-10,1667,6,265,0,537,4,306,1,407,0,152,1
2021-08-11,1752,10,262,2,545,2,354,3,438,3,151,0
2021-08-12,1757,6,232,2,577,1,324,3,451,0,172,0
2021-08-13,1599,9,266,2,499,3,294,1,394,3,144,0
2021-08-14,1049,10,146,1,348,4,206,1,253,3,96,1
2021-08-15,1143,7,141,1,419,3,198,1,304,1,81,1
2021-08-16,1929,6,329,1,627,2,352,1,478,0,143,2
2021-08-17,1741,16,296,6,594,3,300,2,417,4,133,1
2021-08-18,1814,14,273,1,555,4,362,0,460,6,163,3
2021-08-19,1692,14,264,2,543,7,324,1,419,2,136,2
2021-08-20,1559,7,284,0,505,4,296,0,347,3,125,0
2021-08-21,1090,16,180,1,337,7,183,1,272,7,118,0
2021-08-22,718,11,104,3,276,6,98,0,156,0,84,2
2021-08-23,1951,12,288,1,642,5,368,0,492,5,161,1
2021-08-24,1837,11,300,2,613,4,349,1,405,2,168,2
2021-08-25,1784,8,286,3,568,4,371,1,385,0,170,0
2021-08-26,1643,15,252,3,525,5,325,2,388,2,150,3
2021-08-27,1448,11,242,0,462,5,266,2,345,4,133,0
2021-08-28,988,14,173,1,296,7,154,1,252,4,112,1
2021-08-29,989,14,138,2,341,8,162,0,257,3,91,1
2021-08-30,1835,14,304,1,582,5,373,1,392,6,182,1
2021-08-31,1622,11,260,1,530,4,304,2,326,2,202,2
2021-09-01,1556,13,222,3,487,2,349,2,359,6,139,0
2021-09-02,1430,13,211,2,477,5,263,3,304,3,174,0
2021-09-03,1421,8,216,3,428,3,248,1,331,0,197,1
2021-09-04,905,14,126,4,255,4,154,1,260,3,110,2
2021-09-05,954,15,138,3,334,4,158,3,214,4,110,1
2021-09-06,942,17,163,5,274,7,181,0,226,4,98,1
2021-09-07,1570,7,285,4,433,2,307,0,372,1,171,0
2021-09-08,1592,20,234,1,465,8,371,3,390,6,131,2
2021-09-09,1713,19,241,3,630,4,313,3,400,8,129,1
2021-09-10,1548,15,232,2,504,6,302,1,378,6,131,0
2021-09-11,1037,15,139,1,335,8,171,0,287,5,104,1
2021-09-12,1212,11,127,3,504,2,222,2,257,3,102,1
2021-09-13,1739,13,223,4,633,4,369,1,391,2,122,2
2021-09-14,1641,9,201,1,608,6,311,1,372,1,147,0
2021-09-15,1609,10,234,0,549,5,320,0,351,4,153,1
2021-09-16,1387,12,193,2,451,3,284,2,322,4,135,1
2021-09-17,1524,11,174,2,559,6,322,1,365,1,104,1
2021-09-18,956,11,107,2,357,1,138,1,264,7,89,0
2021-09-19,1058,17,140,2,464,9,162,1,213,5,79,0
2021-09-20,1636,15,243,2,543,7,295,2,403,3,150,1
2021-09-21,1302,14,201,1,397,4,284,2,324,7,95,0
2021-09-22,1415,16,205,2,509,6,280,1,307,5,111,2
2021-09-23,1290,11,139,2,511,2,223,1,324,5,90,1
2021-09-24,1222,10,156,5,452,3,238,0,295,2,80,0
2021-09-25,814,16,100,3,309,6,131,1,191,5,82,1
2021-09-26,856,15,97,3,333,5,139,0,201,3,86,4
2021-09-27,1363,17,185,5,517,4,254,3,296,5,110,0
2021-09-28,1117,14,158,2,355,6,211,2,296,4,97,0
2021-09-29,1096,15,149,1,369,3,211,1,269,8,96,2
2021-09-30,1126,8,150,0,454,3,200,0,239,4,82,1
2021-10-01,1086,8,134,1,407,2,213,1,256,3,76,1
2021-10-02,678,12,75,2,279,4,121,0,155,6,48,0
2021-10-03,907,12,67,3,458,4,95,3,217,2,69,0
2021-10-04,1272,13,158,5,512,3,221,1,293,3,88,1
2021-10-05,1270,6,167,1,507,1,224,0,267,3,105,1
2021-10-06,1146,18,137,5,487,7,219,2,229,2,74,2
2021-10-07,1080,13,121,3,407,2,181,3,272,4,98,1
2021-10-08,1011,16,126,0,450,8,167,2,190,5,77,1
2021-10-09,610,8,67,0,250,3,95,1,143,4,55,0
2021-10-10,687,17,62,1,308,5,94,3,150,4,72,4
2021-10-11,935,9,108,1,363,1,173,0,224,6,67,1
2021-10-12,1147,4,129,0,465,1,201,0,239,2,112,1
2021-10-13,1110,9,122,1,409,2,227,0,237,5,114,1
2021-10-14,1024,8,109,0,426,2,174,1,203,4,111,1
2021-10-15,884,9,110,2,322,3,164,0,207,4,81,0
2021-10-16,488,6,56,0,194,4,55,0,136,1,47,1
2021-10-17,586,11,49,2,260,4,80,1,131,4,66,0
2021-10-18,872,13,108,2,362,6,142,1,179,3,80,1
2021-10-19,796,11,93,1,313,3,136,3,171,3,83,1
2021-10-20,797,7,96,1,294,3,157,1,175,2,75,0
2021-10-21,810,15,85,2,341,5,131,1,166,6,87,1
2021-10-22,693,10,86,2,260,2,131,1,139,3,76,2
2021-10-23,451,10,55,1,162,4,94,0,79,5,61,0
2021-10-24,444,14,37,3,198,4,68,0,83,4,57,3
2021-10-25,898,9,94,2,364,5,169,0,187,2,82,0
2021-10-26,594,7,63,2,237,2,100,1,125,2,69,0
2021-10-27,759,10,100,0,288,6,146,1,154,3,71,0
2021-10-28,737,7,82,1,311,2,121,1,145,2,77,1
2021-10-29,641,4,87,1,230,0,123,1,145,2,56,0
2021-10-30,400,10,41,0,158,2,61,4,101,4,39,0
2021-10-31,446,7,47,0,199,0,59,1,109,5,32,1
2021-11-01,780,4,74,0,314,2,141,1,195,1,56,0
2021-11-02,806,10,79,1,302,4,173,0,191,2,60,3
2021-11-03,824,6,75,1,299,1,181,1,202,3,66,0
2021-11-04,906,4,108,0,349,3,208,0,187,0,53,1
2021-11-05,768,6,90,1,290,4,147,0,186,1,54,0
2021-11-06,506,12,57,1,197,2,74,0,136,5,42,4
2021-11-07,543,8,46,0,206,3,104,1,135,2,52,2
2021-11-08,1135,8,140,2,401,1,230,1,270,3,93,1
2021-11-09,1037,12,100,3,358,5,243,0,246,2,90,2
2021-11-10,1047,6,122,0,363,2,235,1,256,2,68,1
2021-11-11,874,6,90,1,345,4,167,0,225,1,46,0
2021-11-12,1028,16,109,3,372,6,201,1,256,3,89,3
2021-11-13,613,8,65,2,240,5,105,0,153,0,50,1
2021-11-14,689,5,47,2,259,1,142,0,170,1,70,1
2021-11-15,1264,12,136,2,427,4,254,2,321,3,126,1
2021-11-16,1272,10,151,2,430,1,286,1,303,4,100,2
2021-11-17,1329,7,163,1,432,1,281,2,353,2,100,1
2021-11-18,1310,7,172,1,428,3,297,0,318,3,95,0
2021-11-19,1184,8,114,1,353,2,268,1,330,4,119,0
2021-11-20,827,10,71,2,279,3,143,1,253,4,81,0
2021-11-21,841,4,74,1,294,1,149,0,233,2,91,0
2021-11-22,1529,8,152,0,517,4,297,0,414,3,148,1
2021-11-23,1380,6,144,1,482,4,286,0,353,1,114,0
2021-11-24,1417,15,160,2,461,8,255,1,386,2,155,2
2021-11-25,531,7,35,0,189,2,103,0,148,3,56,2
2021-11-26,1172,12,143,1,364,3,198,1,352,5,114,2
2021-11-27,972,9,100,1,302,3,157,1,307,2,105,2
2021-11-28,1060,10,89,2,318,2,191,0,333,6,128,0
2021-11-29,2326,11,286,1,661,5,455,2,684,3,238,0
2021-11-30,2007,6,278,0,577,3,395,0,574,2,180,1
2021-12-01,2180,19,279,5,700,8,395,0,584,4,220,2
2021-12-02,2108,15,307,3,628,7,396,1,561,3,214,1
2021-12-03,1894,13,241,1,579,7,319,1,554,2,200,2
2021-12-04,1321,12,172,2,382,6,187,1,411,3,169,0
2021-12-05,1405,14,122,0,463,6,238,4,419,4,162,0
2021-12-06,2797,10,365,2,849,5,580,1,748,2,253,0
2021-12-07,2923,17,333,5,896,6,676,0,745,3,268,3
2021-12-08,3136,8,339,2,982,2,808,0,738,4,263,0
2021-12-09,3023,11,354,4,911,3,734,1,748,3,269,0
2021-12-10,3084,17,345,2,980,8,728,1,775,6,253,0
2021-12-11,2159,9,267,1,619,1,484,4,591,3,193,0
2021-12-12,2795,18,258,5,870,8,790,0,661,4,213,1
2021-12-13,7529,21,744,1,2390,6,2375,2,1575,9,440,2
2021-12-14,10881,20,925,1,3420,7,4091,3,1942,6,498,3
2021-12-15,13167,11,1093,6,4122,1,4932,2,2407,1,607,1
2021-12-16,13868,12,1329,2,4516,4,4789,3,2618,1,610,2
2021-12-17,13554,23,1509,2,4277,12,4281,3,2767,5,711,1
2021-12-18,9946,19,1059,2,3243,7,2696,4,2329,5,613,1
2021-12-19,10568,27,1072,4,3441,12,2716,4,2634,6,696,1
2021-12-20,27949,13,3654,1,8930,9,7902,3,5987,0,1457,0
2021-12-21,30413,11,4587,2,9450,1,7070,2,7465,4,1824,2
2021-12-22,31408,32,5507,4,9453,14,6313,2,8164,11,1965,1
2021-12-23,31841,23,5376,3,9610,5,6320,4,8572,7,1952,4
2021-12-24,17498,44,2948,10,5579,19,3080,1,4886,12,1000,2
2021-12-25,7803,38,1420,7,2345,10,1413,6,2164,10,457,5
2021-12-26,23004,35,3723,4,7213,11,3613,4,6585,13,1866,3
2021-12-27,51301,37,9814,8,15038,11,8479,5,14240,12,3720,1
2021-12-28,49753,39,9863,7,14229,13,7972,5,14363,13,3311,1
2021-12-29,50571,49,10127,15,14318,19,7737,7,14767,6,3604,2
2021-12-30,47526,37,9354,6,13494,18,7583,4,13962,9,3124,0
2021-12-31,29188,62,5138,10,8759,24,4584,10,8992,16,1710,2
2022-01-01,12069,69,1990,15,3538,23,1931,9,3734,19,876,3
2022-01-02,32550,69,4920,11,10164,21,5085,9,9894,25,2479,3
2022-01-03,55058,78,10564,15,16683,29,9121,8,15244,24,3424,2
2022-01-04,49280,94,10284,15,13853,36,8755,13,13419,24,2957,6
2022-01-05,40283,87,7967,12,11206,23,7098,15,11472,30,2535,7
2022-01-06,36400,98,6986,13,10469,32,6337,24,10504,25,2093,4
2022-01-07,23222,105,4233,17,6876,31,4352,16,6439,39,1318,2
2022-01-08,16206,109,2702,16,4845,43,2526,11,5026,33,1106,6
2022-01-09,14363,126,1860,25,4691,47,2112,16,4573,31,1123,7
2022-01-10,25068,122,4508,20,7560,42,4065,21,7312,30,1614,9
2022-01-11,18545,148,3355,24,5557,52,2882,22,5460,44,1284,6
2022-01-12,18446,126,3012,24,5679,46,3209,25,5420,27,1119,4
2022-01-13,16100,136,2506,21,5253,49,2548,24,4818,35,973,7
2022-01-14,13293,140,2205,34,4116,44,2325,17,3835,40,805,5
2022-01-15,6760,105,887,15,2236,44,987,19,2115,25,535,2
2022-01-16,6891,126,789,23,2413,53,1178,20,2060,27,451,3
2022-01-17,9834,111,1187,25,3552,32,1649,12,2764,33,679,9
2022-01-18,10923,125,1616,27,3581,37,2064,16,2954,37,706,8
2022-01-19,9036,100,1251,20,3003,32,1740,15,2474,26,561,7
2022-01-20,7044,119,952,18,2317,35,1436,24,1888,36,449,6
2022-01-21,5799,123,765,23,1779,48,1152,15,1712,31,390,6
2022-01-22,3633,88,465,11,1200,38,536,7,1159,24,273,8
2022-01-23,3398,106,350,20,1234,36,605,19,982,28,227,3
2022-01-24,6016,120,817,20,1996,44,1224,11,1551,31,425,14
2022-01-25,4762,107,582,21,1604,37,1000,19,1247,28,328,2
2022-01-26,4195,114,516,27,1452,30,901,17,1074,35,250,5
2022-01-27,3633,81,443,13,1189,26,786,11,952,23,259,8
2022-01-28,2725,101,307,17,894,31,569,17,756,21,197,15
2022-01-29,513,83,69,13,141,31,147,16,127,19,29,4
2022-01-30,1426,87,138,17,488,31,320,10,364,25,116,4
2022-01-31,3110,94,638,16,905,37,639,15,706,18,221,8
2022-02-01,2240,76,282,14,758,22,520,11,528,27,148,2
2022-02-02,2327,91,264,12,832,30,528,14,542,27,159,8
2022-02-03,2000,75,253,12,751,23,418,13,457,19,121,8
2022-02-04,1540,52,176,11,496,13,324,11,426,13,117,4
2022-02-05,946,51,117,13,298,13,195,9,266,13,70,3
2022-02-06,869,56,70,10,263,22,219,9,239,8,78,7
2022-02-07,1603,39,190,5,529,18,369,4,404,8,111,4
2022-02-08,1515,57,196,8,528,28,376,6,314,12,101,3
2022-02-09,1318,50,158,8,407,14,342,8,329,16,80,4
2022-02-10,1226,46,128,6,402,14,298,6,326,13,72,7
2022-02-11,983,42,133,10,317,10,236,7,229,9,67,6
2022-02-12,635,33,67,7,213,5,146,5,150,11,59,5
2022-02-13,458,46,55,12,153,19,105,4,110,8,35,3
2022-02-14,1017,23,96,3,357,11,277,3,218,2,69,4
2022-02-15,941,26,91,2,299,5,269,5,206,13,74,1
2022-02-16,936,33,89,8,317,10,250,2,219,11,60,2
2022-02-17,833,40,82,5,268,15,232,12,205,7,45,1
2022-02-18,663,35,70,5,214,13,149,7,174,7,56,3
2022-02-19,425,33,40,6,103,11,123,3,125,12,34,1
2022-02-20,383,16,45,3,115,8,118,0,74,4,31,1
2022-02-21,559,29,47,3,155,9,161,3,160,12,36,2
2022-02-22,686,12,67,2,219,4,192,2,153,4,54,0
2022-02-23,705,19,68,3,202,5,259,2,140,7,36,2
2022-02-24,660,19,77,4,176,7,203,3,164,3,40,2
2022-02-25,539,18,32,5,184,3,165,2,119,6,38,2
2022-02-26,337,6,32,0,105,1,109,1,69,4,21,0
2022-02-27,361,18,27,1,127,4,115,5,68,7,24,1
2022-02-28,706,7,57,3,197,1,248,2,155,1,49,0
2022-03-01,611,20,56,4,181,3,230,2,111,8,33,3
2022-03-02,643,20,47,2,191,11,235,2,122,4,46,1
2022-03-03,587,9,51,1,159,4,230,1,123,2,23,1
2022-03-04,461,13,45,4,139,4,150,1,106,4,21,0
2022-03-05,317,13,29,7,86,2,107,1,66,1,29,2
2022-03-06,340,8,23,2,123,2,109,1,69,3,16,0
2022-03-07,656,10,38,1,230,2,241,0,110,5,37,2
2022-03-08,681,5,52,1,245,3,238,0,111,1,35,0
2022-03-09,625,12,42,2,221,4,228,2,109,4,25,0
2022-03-10,699,10,49,2,241,3,259,3,119,2,30,0
2022-03-11,605,9,59,1,207,3,204,1,104,4,30,0
2022-03-12,299,11,21,2,103,6,101,1,60,2,14,0
2022-03-13,435,9,35,0,129,4,151,1,93,2,27,2
2022-03-14,905,17,69,4,332,4,320,2,147,4,36,3
2022-03-15,847,10,61,4,312,1,300,4,141,0,33,1
2022-03-16,871,8,69,1,275,1,349,0,154,5,24,1
2022-03-17,754,4,66,0,246,1,288,1,125,1,29,1
2022-03-18,803,8,63,1,238,2,319,2,154,2,28,1
2022-03-19,448,5,26,0,132,3,174,0,90,1,26,1
2022-03-20,653,8,28,0,211,2,251,3,134,2,29,1
2022-03-21,1311,4,105,0,399,2,554,2,208,0,45,0
2022-03-22,1287,7,92,0,427,2,497,1,214,3,55,1
2022-03-23,1266,5,85,1,401,0,491,0,225,0,63,4
2022-03-24,1176,6,104,1,355,1,447,3,217,1,53,0
2022-03-25,1094,5,94,3,332,0,411,0,211,2,45,0
2022-03-26,678,5,49,2,229,1,217,2,128,0,55,0
2022-03-27,775,6,48,1,267,3,271,1,150,1,39,0
2022-03-28,1515,6,124,0,437,3,572,3,304,0,77,0
2022-03-29,1437,5,110,2,481,1,494,0,261,2,89,0
2022-03-30,1514,5,119,0,455,3,549,0,309,1,82,1
2022-03-31,1509,4,97,1,447,1,588,0,277,2,99,0
2022-04-01,1337,5,112,1,398,1,476,1,285,2,66,0
2022-04-02,877,2,70,0,286,0,311,0,175,1,35,1
2022-04-03,904,4,54,2,292,0,305,1,189,0,63,1
2022-04-04,2157,5,187,1,620,0,793,2,458,2,96,0
2022-04-05,1979,5,149,0,630,2,720,0,368,2,111,1
2022-04-06,2091,4,149,1,646,2,822,0,386,1,87,0
2022-04-07,2008,2,144,0,586,0,776,0,380,2,121,0
2022-04-08,1886,5,136,0,550,2,644,0,427,1,127,2
2022-04-09,1172,6,69,1,371,1,403,2,263,1,65,1
2022-04-10,1189,8,69,3,343,3,450,0,239,1,88,1
2022-04-11,2592,3,223,0,765,0,935,1,502,2,167,0
2022-04-12,2428,6,206,1,712,4,889,1,495,0,121,0
2022-04-13,2608,3,201,1,732,0,906,0,577,1,191,1
2022-04-14,2305,7,191,0,639,2,802,2,551,3,122,0
2022-04-15,2006,6,137,0,592,4,673,2,479,0,123,0
2022-04-16,1205,5,116,0,350,2,323,0,329,2,87,1
2022-04-17,966,4,80,1,289,1,302,0,234,2,61,0
2022-04-18,2350,4,187,0,663,2,765,0,565,0,167,2
2022-04-19,2303,5,180,0,677,2,733,0,597,2,114,1
2022-04-20,2169,1,194,0,581,0,684,0,582,1,125,0
2022-04-21,1996,5,176,1,614,4,551,0,494,0,157,0
2022-04-22,1817,7,171,0,512,3,464,2,518,2,151,0
2022-04-23,1411,3,116,0,462,2,338,0,405,1,90,0
2022-04-24,1464,4,112,0,422,0,350,0,429,3,151,1
2022-04-25,2918,4,293,0,927,1,761,2,768,1,168,0
2022-04-26,2952,8,260,1,834,2,901,2,758,1,198,2
2022-04-27,2790,4,298,0,831,1,758,0,759,3,141,0
2022-04-28,2668,5,246,1,810,1,690,3,762,0,159,0
2022-04-29,2786,4,230,1,829,0,816,1,763,2,147,0
2022-04-30,1619,6,137,1,498,0,382,0,491,3,111,2
2022-05-01,1878,4,132,1,564,2,592,0,479,1,111,0
2022-05-02,3896,8,296,0,1191,3,1195,4,1001,0,211,1
2022-05-03,3779,6,330,1,1126,1,1018,1,1067,2,236,1
2022-05-04,3719,6,327,0,1116,0,961,4,1046,1,264,1
2022-05-05,3572,6,377,1,1079,2,799,2,1085,1,231,0
2022-05-06,3084,7,279,4,876,2,706,0,982,1,239,0
2022-05-07,1854,7,161,0,523,3,441,1,567,3,161,0
2022-05-08,1975,7,150,2,634,4,459,0,538,1,192,0
2022-05-09,4354,9,473,0,1265,6,1009,1,1296,1,304,1
2022-05-10,4045,3,376,0,1333,1,911,1,1148,1,273,0
2022-05-11,4085,12,433,0,1256,6,956,1,1145,4,294,1
2022-05-12,3999,12,440,1,1213,7,861,1,1171,2,312,1
2022-05-13,3533,4,413,1,1077,1,713,0,1061,2,266,0
2022-05-14,2434,15,238,3,733,3,508,3,740,5,214,1
2022-05-15,2240,11,209,1,750,6,451,2,635,2,195,0
2022-05-16,4510,7,559,2,1402,2,976,0,1249,3,318,0
2022-05-17,4154,7,477,1,1205,2,967,2,1155,0,337,2
2022-05-18,4256,9,551,0,1250,7,931,0,1177,2,344,0
2022-05-19,3754,5,491,1,1143,2,791,1,1045,1,279,0
2022-05-20,3438,10,432,2,1029,2,761,2,972,4,244,0
2022-05-21,2454,14,287,3,663,5,576,3,731,3,195,0
2022-05-22,2332,6,214,0,721,0,598,1,611,4,188,1
2022-05-23,4704,13,558,1,1404,5,1094,2,1277,4,363,1
2022-05-24,3958,15,521,3,1174,6,961,2,1019,2,277,2
2022-05-25,3885,12,453,2,1199,4,885,1,1085,3,262,2
2022-05-26,3306,7,431,2,996,3,726,0,915,2,235,0
2022-05-27,2964,8,370,0,880,2,695,2,837,3,178,1
2022-05-28,2006,8,193,1,566,4,483,2,590,1,174,0
2022-05-29,1788,15,182,2,599,2,404,1,483,3,119,7
2022-05-30,1725,5,210,0,519,3,426,2,467,0,102,0
2022-05-31,4285,9,513,2,1313,3,1003,0,1156,4,296,0
2022-06-01,3608,10,502,2,1115,3,803,2,951,3,231,0
2022-06-02,3200,14,382,1,1010,5,754,2,845,6,206,0
2022-06-03,2803,11,351,0,804,6,654,1,823,2,169,2
2022-06-04,1774,10,193,4,532,1,402,1,507,2,140,2
2022-06-05,1668,12,172,1,475,4,395,3,510,3,115,1
2022-06-06,3327,15,426,2,984,4,714,2,989,4,213,3
2022-06-07,2913,10,380,2,900,1,603,2,853,3,175,2
2022-06-08,2922,16,337,2,916,5,626,3,842,4,197,2
2022-06-09,2537,11,315,0,788,5,566,2,704,3,160,1
2022-06-10,2416,12,319,3,720,1,481,3,738,5,157,0
2022-06-11,1460,15,197,3,412,5,254,1,494,5,103,1
2022-06-12,1512,14,154,1,425,3,341,3,454,5,137,2
2022-06-13,3127,7,455,1,931,4,656,0,879,1,203,1
2022-06-14,2868,5,336,1,879,2,638,1,815,0,198,1
2022-06-15,2834,6,381,0,904,1,596,2,771,2,178,1
2022-06-16,2469,14,325,1,726,6,566,3,677,4,174,0
2022-06-17,2445,8,335,1,701,3,519,1,745,3,142,0
2022-06-18,1804,7,243,2,527,4,389,1,528,0,117,0
2022-06-19,1577,3,161,0,440,1,368,0,507,1,101,1
2022-06-20,2444,10,322,1,685,4,541,1,735,3,160,1
2022-06-21,3667,13,485,2,1093,3,850,3,1008,4,228,1
2022-06-22,3297,8,480,2,898,0,733,2,985,3,199,1
2022-06-23,2946,12,381,3,851,3,690,1,847,4,177,1
2022-06-24,2817,15,390,0,812,2,605,5,834,6,176,2
2022-06-25,2066,12,267,3,604,4,462,0,600,5,132,0
2022-06-26,2060,8,227,0,625,3,419,2,652,3,137,0
2022-06-27,3796,14,505,0,1123,4,832,5,1071,3,263,2
2022-06-28,3633,13,509,3,1156,4,784,2,988,4,193,0
2022-06-29,3605,10,496,1,1027,2,831,2,1037,3,214,2
2022-06-30,3150,10,506,3,879,6,710,0,877,1,176,0
2022-07-01,3112,10,467,3,877,3,681,0,887,2,198,2
2022-07-02,2216,10,317,0,572,5,488,3,677,2,161,0
2022-07-03,2213,15,296,2,634,7,492,2,631,3,159,1
2022-07-04,1737,13,272,1,427,4,434,2,493,6,109,0
2022-07-05,5234,12,790,4,1502,7,1084,0,1526,1,332,0
2022-07-06,4358,5,645,1,1229,3,961,0,1237,1,284,0
2022-07-07,4239,8,617,2,1249,2,906,2,1210,1,255,1
2022-07-08,3815,5,531,1,1130,3,778,0,1127,0,244,1
2022-07-09,2550,16,393,1,758,3,472,2,743,7,184,3
2022-07-10,2455,8,269,3,725,1,522,3,750,1,187,0
2022-07-11,4991,7,744,1,1412,1,1040,3,1470,1,321,1
2022-07-12,4248,14,698,2,1253,5,850,2,1203,5,243,0
2022-07-13,3980,13,627,2,1181,3,816,1,1143,7,209,0
2022-07-14,3909,15,609,2,1191,5,762,1,1114,6,228,1
